StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,FanDuelSalary,DraftKingsSalary,FantasyDataSalary,YahooSalary,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPosition,DraftKingsPosition,YahooPosition,OpponentRank,OpponentPositionRank,GlobalTeamID,FantasyDraftSalary,FantasyDraftPosition,GameID,OpponentID,Opponent,Day,DateTime,HomeOrAway,IsGameOver,GlobalGameID,GlobalOpponentID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
1050849,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5927,5499,5499,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,4,11,20000013,NA,Scrambled,18749,19,POR,2023-01-06T00:00:00,2023-01-06T19:00:00,HOME,TRUE,20018749,20000019,2023-01-09T04:00:10,1,23.1,20,35,1.9,5.6,20.3,24.4,0.7,1.9,24.4,1.1,3.7,18.3,0.7,0.7,61.1,0,1.5,1.5,0,4.4,2.3,4.5,0.4,0,0.7,0.4,5.6,5.9,28.7,12.8,34.7,0.5,0,4.2,14.7,23.7,25.7,23.7,1.9,0.4,0,25.7,TRUE,TRUE,Scrambled
1049828,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5804,5560,5560,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,1,0,20000013,NA,Scrambled,18735,7,PHI,2023-01-04T00:00:00,2023-01-04T19:00:00,AWAY,TRUE,20018735,20000007,2023-01-07T04:00:09,1,28.4,24,18,2.6,5.2,30.6,34.9,1.9,2.6,43.6,0.7,2.6,17.5,0,0,0,1.1,1.5,2.6,3.3,4.4,3.9,4.5,0.7,0.4,0.7,0,6,5.2,34.9,16.4,27.6,1,0.8,4.7,11,30.2,30.7,30.2,0.7,0.4,0,30.7,TRUE,TRUE,Scrambled
1048876,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5988,5682,5682,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,2,5,20000013,NA,Scrambled,18721,10,TOR,2023-01-02T00:00:00,2023-01-02T19:00:00,HOME,TRUE,20018721,20000010,2023-01-05T04:00:10,1,19.7,19,24,2.6,5.6,28.5,32.6,1.9,4.1,27.8,0.7,1.5,30.6,0,0,0,0,2.2,2.2,0,11.8,3.9,3,0.7,0,2.6,0.4,6,5.6,32.6,5.5,21.5,1.2,0,19.4,17.5,20.9,22.6,20.9,-0.6,0,0,22.6,TRUE,TRUE,Scrambled
1047910,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5927,6477,6477,21,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,4,5,20000013,NA,Scrambled,18707,28,LAC,2022-12-31T00:00:00,2022-12-31T15:00:00,HOME,TRUE,20018707,20000028,2023-01-03T04:00:10,1,35.1,20,33,3,4.9,37.6,42.3,2.2,2.6,52.4,0.7,2.2,20.3,2.2,2.6,52.4,0.4,2.2,2.6,1.4,14.9,5.1,3.7,1.5,0.4,0,0.7,14.7,6,45.8,28.8,26,2.2,1.2,0,12.8,38.1,36.8,38.1,1.1,0.4,0,36.8,TRUE,TRUE,Scrambled
1046955,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5866,5621,5621,23,Scrambled,Scrambled,2022-12-28T00:00:00,Scrambled,PG/SG,PG,PG,0,1,20000013,NA,Scrambled,18692,12,CLE,2022-12-29T00:00:00,2022-12-29T19:00:00,HOME,TRUE,20018692,20000012,2023-01-01T04:00:13,1,29.3,21,6,3.7,11.6,32.1,41.8,1.5,4.1,22.2,2.2,3,45.8,1.1,1.1,61.1,0,0.7,0.7,0,2.3,1.4,3.4,0.7,0,0.4,0,17.7,12.4,43.2,24.1,22.7,1.1,0,1.8,17.9,30.5,31.5,30.5,4.5,0,0,31.5,TRUE,TRUE,Scrambled
1045889,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5988,5499,5499,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,13,3,20000013,NA,Scrambled,18677,3,ATL,2022-12-27T00:00:00,2022-12-27T19:30:00,HOME,TRUE,20018677,20000003,2022-12-30T04:00:10,1,23.3,18,6,3.4,6,34.3,38.2,2.2,3,45.8,1.1,3,22.9,0.7,1.1,40.8,0.4,0.7,1.1,1.5,2.3,2,2.6,0.4,0,0.4,0,14.1,10.6,40.1,21,20.7,0.6,0,2,15.6,23.9,24.6,23.9,3.7,0,0,24.6,TRUE,TRUE,Scrambled
1045250,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,6110,5804,5804,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,4,12,20000013,NA,Scrambled,18670,23,NO,2022-12-26T00:00:00,2022-12-26T20:00:00,AWAY,TRUE,20018670,20000023,2022-12-29T04:00:10,1,15.4,19,0,1.5,4.5,20.3,20.3,1.1,2.6,26.2,0.4,1.9,12.2,1.1,1.1,61.1,0,0.4,0.4,0,1.3,0.6,2.2,0.7,0.4,1.1,0.4,4.5,5,27.1,5,19.7,1.2,1.2,11.2,14.7,17.2,16.6,17.2,-11.6,0,0,16.6,TRUE,TRUE,Scrambled
1044143,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5804,5682,5682,24,Scrambled,Scrambled,2022-12-22T00:00:00,Scrambled,PG/SG,PG,PG,3,2,20000013,NA,Scrambled,18656,4,MIA,2022-12-23T00:00:00,2022-12-23T20:00:00,AWAY,TRUE,20018656,20000004,2022-12-26T04:00:09,1,34.8,23,18,5.2,12.2,42.8,58,1.5,1.5,61.1,3.7,6,38.2,1.9,1.9,61.1,0.4,0.4,0.7,1.4,1,1.2,2.6,0.4,0.4,1.1,0.4,26.3,13.6,59.7,31.4,24.8,0.5,0.8,4.4,18.7,36,38.8,36,1.5,0,0,38.8,TRUE,TRUE,Scrambled
1042944,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5804,5866,5866,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,3,4,20000013,NA,Scrambled,18638,9,BOS,2022-12-21T00:00:00,2022-12-21T19:30:00,AWAY,TRUE,20018638,20000009,2022-12-24T04:00:09,1,29.7,21,1,4.5,14.7,30.6,38.2,2.2,4.1,33.3,2.2,4.9,28.2,1.1,1.5,45.8,0.4,0.7,1.1,1.1,1.8,1.4,3,0.4,0,0.7,0,20.2,15.7,38.8,23,23.7,0.5,0,2.7,20.6,30.3,32.2,30.3,0.4,0,0,32.2,TRUE,TRUE,Scrambled
1041311,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5927,5621,5621,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,10,16,20000013,NA,Scrambled,18615,6,NY,2022-12-18T00:00:00,2022-12-18T17:00:00,HOME,TRUE,20018615,20000006,2022-12-21T04:00:10,1,17.8,19,29,1.9,6,19.1,22.9,1.1,3.7,18.3,0.7,2.2,20.3,1.1,1.1,61.1,0,0.4,0.4,0,1.2,0.6,3.7,0,0,0.7,1.1,5.6,10.6,26.2,5.2,29.3,0,0,3.9,15.6,17.8,20,17.8,0.7,0.4,0,20,TRUE,TRUE,Scrambled
1040401,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5743,5743,5743,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,0,1,20000013,NA,Scrambled,18600,12,CLE,2022-12-16T00:00:00,2022-12-16T19:30:00,AWAY,TRUE,20018600,20000012,2022-12-19T04:00:10,1,26.9,21,20,1.9,4.9,23.5,23.5,1.9,1.9,61.1,0,3,0,2.6,2.6,61.1,0,0,0,0,0,0,5.2,1.1,0.4,0.7,0,10.4,6,32.4,18.1,33.9,1.7,1.1,4.1,15.6,29.3,28.4,29.3,0.7,0.4,0,28.4,TRUE,TRUE,Scrambled
1039303,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5743,5682,5682,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,13,15,20000013,NA,Scrambled,18583,26,GS,2022-12-14T00:00:00,2022-12-14T19:00:00,HOME,TRUE,20018583,20000026,2022-12-17T04:00:09,1,26.2,21,13,3.4,10.4,32.3,43.1,1.5,2.6,34.9,1.9,3.7,30.6,2.2,2.6,52.4,0.7,0.7,1.5,2.7,2.5,2.6,2.2,0.4,0.7,2.2,1.1,17.7,12.3,44.3,18.7,16.3,0.5,2,14.1,19.4,28,29.6,28,-1.2,0,0,29.6,TRUE,TRUE,Scrambled
1038444,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5804,5682,5682,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,3,3,20000013,NA,Scrambled,18571,4,MIA,2022-12-12T00:00:00,2022-12-12T19:00:00,HOME,TRUE,20018571,20000004,2022-12-15T04:00:08,1,5.8,20,19,0,3.4,0,0,0,1.1,0,0,2.2,0,0.4,0.4,61.1,0,1.1,1.1,0,3.6,1.8,2.2,0,0.7,0.7,0.4,0.4,3.5,2,-1.9,19.3,0,2.2,10.7,10,10.8,10.2,10.8,2.6,0,0,10.2,TRUE,TRUE,Scrambled
1037517,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5804,5682,5682,25,Scrambled,Scrambled,2022-12-10T00:00:00,Scrambled,PG/SG,PG,PG,4,10,20000013,NA,Scrambled,18557,8,BKN,2022-12-10T00:00:00,2022-12-10T19:00:00,HOME,TRUE,20018557,20000008,2022-12-13T04:00:08,1,32.2,22,31,4.5,5.6,48.9,65.2,1.9,2.6,43.6,2.6,3,53.5,1.5,1.5,61.1,0,0.4,0.4,0,0.9,0.5,3.4,1.1,0.4,1.9,0.4,21.4,10.2,62.9,28.3,22.8,1.4,0.7,14,15.2,34.6,35.9,34.6,-1.8,0,0,35.9,TRUE,TRUE,Scrambled
1036899,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5804,5621,5621,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,4,2,20000013,NA,Scrambled,18546,1,WAS,2022-12-09T00:00:00,2022-12-09T19:00:00,HOME,TRUE,20018546,20000001,2022-12-12T04:00:11,1,25,20,4,3.4,5.2,39.3,43.6,2.2,3.7,36.7,1.1,1.5,45.8,0.7,0.7,61.1,0.4,0.4,0.7,1.4,1.4,1.4,4.1,0,0,0.4,0.4,14.1,5.6,46.9,22.6,33.9,0,0,2.3,13.8,25,27.2,25,3.4,0.4,0,27.2,TRUE,TRUE,Scrambled
1036028,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5682,5682,5682,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,15,15,20000013,NA,Scrambled,18539,16,MIN,2022-12-07T00:00:00,2022-12-07T20:00:00,AWAY,TRUE,20018539,20000016,2022-12-10T04:00:09,1,32.9,22,15,3.4,5.2,39.3,52.4,1.5,1.9,48.9,1.9,3.4,34,1.1,1.1,61.1,0,0.7,0.7,0,2.3,1.2,5.6,1.1,0,1.1,0.4,15.9,5.7,51.3,25.3,44.5,1.4,0,10,13.4,34.8,36.4,34.8,4.5,0.4,0,36.4,TRUE,TRUE,Scrambled
1035172,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5621,5621,5621,25,Scrambled,Scrambled,2022-12-03T00:00:00,Scrambled,PG/SG,PG,PG,13,15,20000013,NA,Scrambled,18528,26,GS,2022-12-05T00:00:00,2022-12-05T22:00:00,AWAY,TRUE,20018528,20000026,2022-12-06T00:31:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1034727,13,20002537,1,2023,Tyrese Haliburton,IND,PG,0,5743,5560,5560,25,Scrambled,Scrambled,2022-12-03T00:00:00,Scrambled,PG/SG,PG,PG,6,4,20000013,NA,Scrambled,18520,19,POR,2022-12-04T00:00:00,2022-12-04T21:00:00,AWAY,TRUE,20018520,20000019,2022-12-04T23:24:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Scrambled
1033685,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5866,5866,5866,26,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,6,11,20000013,NA,Scrambled,18504,17,UTA,2022-12-02T00:00:00,2022-12-02T21:00:00,AWAY,TRUE,20018504,20000017,2022-12-05T04:00:09,1,17.2,18,19,1.9,6,19.1,22.9,0.7,2.6,17.5,1.1,3.4,20.3,0.4,0.7,30.6,0,2.2,2.2,0,17,4.3,1.5,0.7,0,1.1,0.4,5.2,10.3,25.2,4.1,12,1,0,5.6,15.3,18.5,19.2,18.5,-7.3,0,0,19.2,TRUE,TRUE,Scrambled
1032656,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5866,5804,5804,26,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,6,5,20000013,NA,Scrambled,18493,30,SAC,2022-11-30T00:00:00,2022-11-30T22:00:00,AWAY,TRUE,20018493,20000030,2022-12-03T04:00:12,1,18.8,15,15,1.5,4.9,18.8,18.8,1.1,2.6,26.2,0.4,2.2,10.2,0,0,0,0,1.5,1.5,0,10,2.7,3.7,0.7,0,0.7,0.4,3.4,4.9,21.1,10.4,35.6,1.2,0,5,13.5,20,19.9,20,-14.7,0,0,19.9,TRUE,TRUE,Scrambled
1031642,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5743,5743,5743,26,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,18,15,20000013,NA,Scrambled,18476,27,LAL,2022-11-28T00:00:00,2022-11-28T22:30:00,AWAY,TRUE,20018476,20000027,2022-12-01T04:00:11,1,35.1,21,13,3.7,13.4,27.8,33.3,2.6,5.6,28.5,1.1,2.6,26.2,0.4,1.1,20.3,0.7,1.9,2.6,2,4.6,3.3,5.2,0.4,0.4,0,0.4,14.7,14.2,31.2,21.8,39.4,0.5,0.8,0,16,36.3,37.1,36.3,1.9,0.4,0,37.1,TRUE,TRUE,Scrambled
1030977,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5927,5682,5682,26,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,3,6,20000013,NA,Scrambled,18461,28,LAC,2022-11-27T00:00:00,2022-11-27T16:00:00,AWAY,TRUE,20018461,20000028,2022-11-30T04:00:10,1,25.4,18,33,2.2,6,22.9,30.6,1.1,3,22.9,1.1,3,22.9,0,0,0,0,1.9,1.9,0,6,2.9,4.1,0.7,0,0,0,5.6,6,28.7,16.6,39.1,1.1,0,0,13.2,26.6,27.3,26.6,-5.5,0.4,0,27.3,TRUE,TRUE,Scrambled
1029933,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5682,5743,5743,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,5,10,20000013,NA,Scrambled,18442,8,BKN,2022-11-25T00:00:00,2022-11-25T20:00:00,HOME,TRUE,20018442,20000008,2022-11-28T04:00:56,1,35.9,21,15,2.6,5.6,28.5,32.6,2.2,3.4,40.8,0.4,2.2,10.2,2.2,2.2,61.1,0,2.2,2.2,0,12.5,4,5.6,1.5,0,0,0,12.8,10.8,36.7,25.6,38.5,2,0,0,13.5,38.3,37.3,38.3,0,0.4,0,37.3,TRUE,TRUE,Scrambled
1028748,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5743,5804,5804,25,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,13,15,20000013,NA,Scrambled,18430,16,MIN,2022-11-23T00:00:00,2022-11-23T19:00:00,HOME,TRUE,20018430,20000016,2022-11-26T04:01:07,1,19.8,21,1,1.5,5.6,16.3,20.3,0.7,3,15.3,0.7,2.6,17.5,0,0,0,0.4,0.4,0.7,0.9,2,1.3,5.2,0.4,0,1.1,0,3.7,5.6,20.3,4.8,37.2,0.5,0,10.2,13,20.4,22.3,20.4,-11.6,0.4,0,22.3,TRUE,TRUE,Scrambled
1027860,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5560,5743,5743,24,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,6,13,20000013,NA,Scrambled,18418,5,ORL,2022-11-21T00:00:00,2022-11-21T19:00:00,HOME,TRUE,20018418,20000005,2022-11-24T04:01:06,1,22.5,16,15,2.6,4.5,35.6,40.8,2.2,2.6,52.4,0.4,1.9,12.2,1.1,1.1,61.1,0,1.5,1.5,0,5.4,3,5.2,0,0,2.6,0,11,5,40.8,17,48.7,0,0,21,18.3,22.5,26,22.5,4.9,0.4,0,26,TRUE,TRUE,Scrambled
1026936,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5438,5499,5499,22,Scrambled,Scrambled,2022-11-19T00:00:00,Scrambled,PG/SG,PG,PG,6,13,20000013,NA,Scrambled,18405,5,ORL,2022-11-19T00:00:00,2022-11-19T19:00:00,HOME,TRUE,20018405,20000005,2022-11-22T04:00:53,1,33.5,20,35,3.4,6,34.3,38.2,2.2,3,45.8,1.1,3,22.9,0.4,0.7,30.6,0.4,1.1,1.5,1.3,3.9,2.5,5.2,0.7,1.1,1.1,1.1,13.4,10.3,39.5,22.7,42.7,1.1,3.2,5.6,15.1,36.5,36.4,36.5,1.5,0.4,0,36.4,TRUE,TRUE,Scrambled
1026336,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5438,5621,5621,22,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,16,18,20000013,NA,Scrambled,18397,22,HOU,2022-11-18T00:00:00,2022-11-18T20:00:00,AWAY,TRUE,20018397,20000022,2022-11-23T07:01:24,1,24,22,17,2.6,6,26.8,30.6,1.9,2.6,43.6,0.7,3.4,13.6,1.1,1.1,61.1,0,2.2,2.2,0,10.3,3.1,3,0.4,0,0.4,0.4,11.6,10.6,33.2,14.1,27,0.5,0,2,13.5,24.6,25.1,24.6,0,0,0,25.1,TRUE,TRUE,Scrambled
1025154,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5316,5682,5682,22,Scrambled,Scrambled,2022-11-15T00:00:00,Scrambled,PG/SG,PG,PG,14,10,20000013,NA,Scrambled,18382,2,CHA,2022-11-16T00:00:00,2022-11-16T19:00:00,AWAY,TRUE,20018382,20000002,2022-11-19T04:00:52,1,26.8,20,1,3.4,5.6,36.7,40.8,2.2,2.6,52.4,1.1,3,22.9,0.4,0.4,61.1,0,0.7,0.7,0,2.7,1.4,4.1,1.1,0,1.1,0.4,13.4,5.8,43.4,21.6,33.1,1.7,0,6.1,15.7,28.7,29.6,28.7,4.1,0.4,0,29.6,TRUE,TRUE,Scrambled
1023502,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5377,5438,5438,22,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,4,5,20000013,NA,Scrambled,18356,10,TOR,2022-11-12T00:00:00,2022-11-12T19:00:00,HOME,TRUE,20018356,20000010,2022-11-15T04:00:54,1,24.9,24,4,1.1,5.2,13.1,17.5,0.4,1.9,12.2,0.7,3.4,13.6,0,0.4,0,0.4,1.9,2.2,1.2,4.1,2.9,5.6,0.7,0.4,1.1,0.7,3,5.4,16.9,4.7,30.1,0.9,0.8,10.5,11.5,26.7,26.6,26.7,15.9,0,0,26.6,TRUE,TRUE,Scrambled
1021790,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5377,5255,5255,22,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,10,15,20000013,NA,Scrambled,18328,20,DEN,2022-11-09T00:00:00,2022-11-09T19:00:00,HOME,TRUE,20018328,20000020,2022-11-12T04:00:48,1,27.6,20,4,3.4,5.6,36.7,40.8,2.2,2.6,52.4,1.1,3,22.9,0,0,0,0,0.4,0.4,0,1.2,0.6,4.5,1.1,0,0.4,0,12.8,5.6,42.8,22.7,33.1,1.5,0,2.3,11.5,29.5,29.8,29.5,-7.3,0.4,0,29.8,TRUE,TRUE,Scrambled
1020860,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5194,5194,5194,22,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,12,13,20000013,NA,Scrambled,18316,23,NO,2022-11-07T00:00:00,2022-11-07T19:45:00,HOME,TRUE,20018316,20000023,2022-11-10T04:00:55,1,28.3,21,3,2.6,5.2,30.6,43.6,0.4,1.5,15.3,2.2,3.7,36.7,0,0,0,0.7,0.7,1.5,2.6,2.2,2.4,4.9,0.7,0,0.7,1.1,12.2,5.2,43.6,20.5,33.7,1,0,4.7,12.2,29.5,31.8,29.5,2.6,0.4,0,31.8,TRUE,TRUE,Scrambled
1019294,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5316,5132,5132,22,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,3,3,20000013,NA,Scrambled,18290,4,MIA,2022-11-04T00:00:00,2022-11-04T19:00:00,HOME,TRUE,20018290,20000004,2022-11-07T04:00:11,1,30.1,22,3,3.4,6,34.3,38.2,2.2,3,45.8,1.1,3,22.9,0.4,1.5,15.3,0,3.4,3.4,0,16.2,5.3,3.4,0.7,0,0.4,0.4,13.4,10.9,37.3,19,29.2,1,0,2,13.9,31.3,31.6,31.3,-7.3,0,0,31.6,TRUE,TRUE,Scrambled
1017391,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5316,5194,5194,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,17,17,20000013,NA,Scrambled,18267,8,BKN,2022-10-31T00:00:00,2022-10-31T19:30:00,AWAY,TRUE,20018267,20000008,2022-11-03T04:00:13,1,15.3,20,12,1.5,4.1,22.2,22.2,1.1,2.6,26.2,0.4,1.5,15.3,0.7,0.7,61.1,0.4,2.6,3,1.3,18.1,5.6,1.9,0.7,0,2.6,0.4,4.1,4.4,28,2.7,12.5,1,0,22.6,13.7,16.6,18,16.6,-1.8,0,0,18,TRUE,TRUE,Scrambled
1016329,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5132,5071,5071,22,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,15,13,20000013,NA,Scrambled,18252,8,BKN,2022-10-29T00:00:00,2022-10-29T19:30:00,AWAY,TRUE,20018252,20000008,2022-11-01T04:00:20,1,29.5,20,6,2.6,6,26.8,38.2,0.4,2.2,10.2,2.2,3.7,36.7,2.2,2.2,61.1,0.7,1.5,2.2,2.4,5.1,3.7,3,1.1,0,1.1,0.4,15.9,11.4,43,22.7,23.6,1.7,0,5.2,16.5,31.3,32.4,31.3,2.2,0,0,32.4,TRUE,TRUE,Scrambled
1015879,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5255,5071,5071,22,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG,PG,0,0,20000013,NA,Scrambled,18245,1,WAS,2022-10-28T00:00:00,2022-10-28T19:30:00,AWAY,TRUE,20018245,20000001,2022-10-31T04:00:11,1,28.4,22,0,3.4,6,34.3,38.2,2.2,3.7,36.7,1.1,2.2,30.6,1.5,1.5,61.1,0,0.7,0.7,0,2.2,1.3,4.5,0.4,0,0.4,0.4,15.3,10.9,42.4,21.5,33.7,0.5,0,2,14.1,29,30.6,29,4.5,0.4,0,30.6,TRUE,TRUE,Scrambled
1014753,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5255,5071,5071,22,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,PG,3,1,20000013,NA,Scrambled,18235,11,CHI,2022-10-26T00:00:00,2022-10-26T20:00:00,AWAY,TRUE,20018235,20000011,2022-10-29T04:00:13,1,22.2,23,4,2.2,5.6,24.4,28.5,1.5,3.4,27.1,0.7,2.2,20.3,1.1,1.5,45.8,0,1.5,1.5,0,4.6,2.3,4.1,0.4,0.4,2.2,0,10.4,10.2,30.6,5.8,28.7,0.5,0.8,16.1,15.5,23.4,25.7,23.4,-1.2,0.4,0,25.7,TRUE,TRUE,Scrambled
1013721,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5194,5071,5071,23,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,PG,3,1,20000013,NA,Scrambled,18219,7,PHI,2022-10-24T00:00:00,2022-10-24T19:00:00,AWAY,TRUE,20018219,20000007,2022-10-27T04:00:10,1,22.7,19,16,2.6,4.1,38.9,44.4,1.5,1.9,48.9,1.1,2.2,30.6,0.7,0.7,61.1,0.7,1.5,2.2,2.5,5.7,4,3.7,0,0,1.5,0,11.6,4.4,48.4,18.7,34.2,0,0,15.4,13.1,22.7,26,22.7,-4.9,0.4,0,26,TRUE,TRUE,Scrambled
1012836,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,5010,4888,4888,22,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,PG,12,16,20000013,NA,Scrambled,18204,14,DET,2022-10-22T00:00:00,2022-10-22T19:00:00,HOME,TRUE,20018204,20000014,2022-10-25T04:00:10,1,32.3,20,1,2.6,6,26.8,30.6,1.5,3.7,24.4,1.1,2.2,30.6,2.6,3,53.5,0.7,0.7,1.5,2,2,2,3.7,1.9,0,0.4,0.7,14.7,11.9,37.6,25.7,26.5,2.8,0,1.8,15.1,35.3,34.5,35.3,0.4,0.4,0,34.5,TRUE,TRUE,Scrambled
1012183,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,4827,4827,4827,22,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,PG,18,18,20000013,NA,Scrambled,18192,24,SA,2022-10-21T00:00:00,2022-10-21T19:00:00,HOME,TRUE,20018192,20000024,2022-10-24T04:00:12,1,28.5,16,3,3.4,11,30.6,34,3,4.9,37.6,0.4,1.9,12.2,3,3,61.1,0.4,0.7,1.1,1.5,3.8,2.5,4.5,0.4,0,1.5,1.5,16.5,13.1,38.4,24.8,36.9,0.6,0,5.8,21.3,29.1,31,29.1,-6.1,0.4,0,31,TRUE,TRUE,Scrambled
1010420,13,20002537,1,2023,Tyrese Haliburton,IND,PG,1,4888,4399,4399,21,Scrambled,Scrambled,NA,Scrambled,PG/SG,PG/SG,PG,5,5,20000013,NA,Scrambled,18179,1,WAS,2022-10-19T00:00:00,2022-10-19T19:00:00,HOME,TRUE,20018179,20000001,2022-10-22T04:00:11,1,23.4,21,24,3.7,11,34,40.8,2.6,4.5,35.6,1.1,2.2,30.6,1.1,1.1,61.1,0.7,0.7,1.5,2,2.3,2.1,2.6,0,0,1.1,0.4,15.9,11.8,40.8,17.4,22.5,0,0,5,15.1,23.4,25.4,23.4,-3.1,0,0,25.4,TRUE,TRUE,Scrambled
